LapNumber,Driver,DriverNumber,Team,Position,LapTime,IsPersonalBest,Sector1Time,Sector2Time,Sector3Time,Compound,PitInTime,PitOutTime,PitStopDuration,FinishingPosition,GridPosition,FinalStatus,Season,RaceName,RaceType
1.0,SAI,55,Ferrari,10.0,0 days 00:03:43.237000,False,,0 days 00:01:25.427000,0 days 00:00:58.115000,UNKNOWN,,,,10.0,11.0,Finished,2021,GP Belgica,historica
2.0,SAI,55,Ferrari,10.0,,False,0 days 00:00:58.724000,0 days 00:01:24.409000,0 days 00:00:55.793000,UNKNOWN,,,,10.0,11.0,Finished,2021,GP Belgica,historica
3.0,SAI,55,Ferrari,10.0,,False,0 days 00:00:57.385000,0 days 00:01:26.232000,0 days 00:01:07.481000,UNKNOWN,,,,10.0,11.0,Finished,2021,GP Belgica,historica
1.0,ALO,14,Alpine,11.0,0 days 00:03:47.661000,False,,0 days 00:01:23.599000,0 days 00:01:00.543000,UNKNOWN,,,,11.0,12.0,Finished,2021,GP Belgica,historica
2.0,ALO,14,Alpine,11.0,,False,0 days 00:00:57.174000,0 days 00:01:23.375000,0 days 00:00:57.520000,UNKNOWN,,,,11.0,12.0,Finished,2021,GP Belgica,historica
3.0,ALO,14,Alpine,11.0,,False,0 days 00:00:56.004000,0 days 00:01:27.393000,0 days 00:01:08.220000,UNKNOWN,,,,11.0,12.0,Finished,2021,GP Belgica,historica
1.0,BOT,77,Mercedes,12.0,0 days 00:03:49.485000,False,,0 days 00:01:21.074000,0 days 00:01:01.158000,UNKNOWN,,,,12.0,13.0,Finished,2021,GP Belgica,historica
2.0,BOT,77,Mercedes,12.0,,False,0 days 00:00:58.411000,0 days 00:01:22.024000,0 days 00:00:57.601000,UNKNOWN,,,,12.0,13.0,Finished,2021,GP Belgica,historica
3.0,BOT,77,Mercedes,12.0,,False,0 days 00:00:56.820000,0 days 00:01:26.713000,0 days 00:01:08.230000,UNKNOWN,,,,12.0,13.0,Finished,2021,GP Belgica,historica
1.0,GIO,99,Alfa Romeo Racing,13.0,0 days 00:03:51.234000,False,,0 days 00:01:20.343000,0 days 00:01:01.243000,WET,,,,13.0,14.0,Finished,2021,GP Belgica,historica
2.0,GIO,99,Alfa Romeo Racing,13.0,,False,0 days 00:00:58.328000,0 days 00:01:21.342000,0 days 00:00:58.532000,WET,,,,13.0,14.0,Finished,2021,GP Belgica,historica
3.0,GIO,99,Alfa Romeo Racing,13.0,,False,0 days 00:00:56.479000,0 days 00:01:26.564000,0 days 00:01:09.553000,WET,,,,13.0,14.0,Finished,2021,GP Belgica,historica
1.0,NOR,4,McLaren,14.0,0 days 00:03:54.181000,False,,0 days 00:01:15.041000,0 days 00:01:02.819000,UNKNOWN,,,,14.0,15.0,Finished,2021,GP Belgica,historica
2.0,NOR,4,McLaren,14.0,,False,0 days 00:01:00.429000,0 days 00:01:17.961000,0 days 00:01:00.087000,UNKNOWN,,,,14.0,15.0,Finished,2021,GP Belgica,historica
3.0,NOR,4,McLaren,14.0,,False,0 days 00:00:57.001000,0 days 00:01:24.044000,0 days 00:01:14.788000,UNKNOWN,,,,14.0,15.0,Finished,2021,GP Belgica,historica
1.0,TSU,22,AlphaTauri,15.0,0 days 00:03:55.400000,False,,0 days 00:01:15.657000,0 days 00:01:00.882000,UNKNOWN,,,,15.0,16.0,Finished,2021,GP Belgica,historica
2.0,TSU,22,AlphaTauri,15.0,,False,0 days 00:01:02.364000,0 days 00:01:16.474000,0 days 00:00:59.470000,UNKNOWN,,,,15.0,16.0,Finished,2021,GP Belgica,historica
3.0,TSU,22,AlphaTauri,15.0,,False,0 days 00:00:57.867000,0 days 00:01:24.634000,0 days 00:01:18.654000,UNKNOWN,,,,15.0,16.0,Finished,2021,GP Belgica,historica
1.0,MSC,47,Haas F1 Team,16.0,0 days 00:03:56.578000,False,,0 days 00:01:14.604000,0 days 00:00:59.261000,WET,,,,16.0,17.0,Finished,2021,GP Belgica,historica
2.0,MSC,47,Haas F1 Team,16.0,,False,0 days 00:01:02.079000,0 days 00:01:17.080000,0 days 00:00:59.674000,WET,,,,16.0,17.0,Finished,2021,GP Belgica,historica
3.0,MSC,47,Haas F1 Team,16.0,,False,0 days 00:00:57.823000,0 days 00:01:25.365000,0 days 00:01:26.618000,WET,,,,16.0,17.0,Finished,2021,GP Belgica,historica
1.0,MAZ,9,Haas F1 Team,17.0,0 days 00:03:59.064000,False,,0 days 00:01:13.457000,0 days 00:01:00.294000,WET,,,,17.0,18.0,Finished,2021,GP Belgica,historica
2.0,MAZ,9,Haas F1 Team,17.0,,False,0 days 00:01:02.656000,0 days 00:01:15.041000,0 days 00:01:00.319000,WET,,,,17.0,18.0,Finished,2021,GP Belgica,historica
3.0,MAZ,9,Haas F1 Team,17.0,,False,0 days 00:00:57.519000,0 days 00:01:25.715000,0 days 00:01:31.814000,WET,,,,17.0,18.0,Finished,2021,GP Belgica,historica
1.0,RAI,7,Alfa Romeo Racing,19.0,0 days 00:04:03.125000,False,,0 days 00:01:12.941000,0 days 00:00:56.431000,WET,,,,18.0,0.0,Finished,2021,GP Belgica,historica
2.0,RAI,7,Alfa Romeo Racing,19.0,,False,0 days 00:01:04.823000,0 days 00:01:13.226000,0 days 00:01:00.914000,WET,,,,18.0,0.0,Finished,2021,GP Belgica,historica
3.0,RAI,7,Alfa Romeo Racing,19.0,,False,0 days 00:00:58.518000,0 days 00:01:24.196000,,WET,,,,18.0,0.0,Finished,2021,GP Belgica,historica
1.0,PER,11,Red Bull Racing,20.0,0 days 00:04:05.276000,False,,0 days 00:01:13.949000,0 days 00:00:53.441000,UNKNOWN,,,,19.0,0.0,Finished,2021,GP Belgica,historica
2.0,PER,11,Red Bull Racing,20.0,,False,0 days 00:01:06.794000,0 days 00:01:12.980000,0 days 00:00:59.666000,UNKNOWN,,,,19.0,0.0,Finished,2021,GP Belgica,historica
3.0,PER,11,Red Bull Racing,20.0,,False,0 days 00:00:59.892000,0 days 00:01:21.614000,,UNKNOWN,,,,19.0,0.0,Finished,2021,GP Belgica,historica
1.0,STR,18,Aston Martin,18.0,0 days 00:04:01.179000,False,,0 days 00:01:13.452000,0 days 00:00:59.742000,UNKNOWN,,,,20.0,19.0,Finished,2021,GP Belgica,historica
2.0,STR,18,Aston Martin,18.0,,False,0 days 00:01:03.327000,0 days 00:01:13.509000,0 days 00:01:01.197000,UNKNOWN,,,,20.0,19.0,Finished,2021,GP Belgica,historica
3.0,STR,18,Aston Martin,18.0,,False,0 days 00:00:56.964000,0 days 00:01:26.049000,0 days 00:01:39.664000,UNKNOWN,,,,20.0,19.0,Finished,2021,GP Belgica,historica
